Province/State,lat,lng,Country/Region,Last Update,Confirmed,Deaths,Recovered
Kathmandu,27.7172453,85.3239605,Nepal,8,1,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,8,8,0,0
Ontario,51.253775,-85.323214,Canada,8,2,0,0
British Columbia,53.7266683,-127.6476205,Canada,8,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,8,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,8,1,0,0
New South Wales,-31.2532183,146.921099,Australia,8,4,0,2
Victoria,28.8052674,-97.0035982,Australia,8,2,0,0
Queensland,-20.9175738,142.7027956,Australia,8,3,0,0
Bavaria,48.7904472,11.4978895,Germany,8,4,0,0
Helsinki,60.1698557,24.9383791,Finland,8,1,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,8,4,0,0
Quezon City,14.6760413,121.0437003,Philippines,8,1,0,0
Mumbai,19.0759837,72.8776559,India,8,1,0,0
Zhejiang,29.1416432,119.7889248,China,9,538,0,14
Guangdong,23.3790333,113.7632828,China,9,436,0,11
Henan,34.2904302,113.3823545,China,9,352,2,3
Hunan,27.6252995,111.8568586,China,9,332,0,2
Jiangxi,27.0874564,114.9042208,China,9,240,0,7
Anhui,30.6006773,117.9249002,China,9,237,0,3
Chongqing,29.4315861,106.912251,China,9,211,0,1
Shandong,35.8939566,117.9249002,China,9,184,0,2
Sichuan,30.2638032,102.8054753,China,9,177,1,1
Jiangsu,33.1401715,119.7889248,China,9,168,0,5
Beijing,39.9041999,116.4073963,China,9,139,1,5
Shanghai,31.230416,121.473701,China,9,135,1,9
Fujian,26.4836842,117.9249002,China,9,120,0,0
Guangxi,23.7247599,108.8076195,China,9,87,0,2
Shaanxi,35.3939908,109.1880047,China,9,87,0,0
Yunnan,24.4752847,101.3431058,China,9,83,0,1
Hebei,37.8956594,114.9042208,China,9,82,1,0
Heilongjiang,47.1216472,128.738231,China,9,59,2,0
Hainan,19.5663947,109.949686,China,9,52,1,1
Liaoning,41.9436543,122.5290376,China,9,48,0,1
Shanxi,37.2425649,111.8568586,China,9,39,0,1
Tianjin,39.3433574,117.3616476,China,9,32,0,0
Guizhou,26.8429645,107.2902839,China,9,29,0,2
Gansu,35.7518326,104.2861116,China,9,29,0,0
Ningxia,37.198731,106.1580937,China,9,21,0,0
Inner Mongolia,43.37822,115.0594815,China,9,20,0,1
Xinjiang,42.5246357,87.5395855,China,9,17,0,0
Jilin,43.837883,126.549572,China,9,14,0,1
Hong Kong,22.3193039,114.1693611,Hong Kong,9,12,0,0
Taiwan,23.69781,120.960515,Taiwan,9,10,0,0
Qinghai,35.744798,96.4077358,China,9,8,0,0
Macau,22.198745,113.543873,Macau,9,7,0,0
Tibet,30.1533605,88.7878678,China,9,1,0,0
Bangkok,13.7563309,100.5017651,Thailand,9,19,0,5
Tokyo,35.6803997,139.7690174,Japan,9,15,0,1
Singapore,1.352083,103.819836,Singapore,9,13,0,0
Seoul,37.566535,126.9779692,South Korea,9,11,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,9,8,0,0
Paris,48.856614,2.3522219,France,9,5,0,0
Bavaria,48.7904472,11.4978895,Germany,9,5,0,0
New South Wales,-31.2532183,146.921099,Australia,9,4,0,2
Dubai,25.2048493,55.2707828,United Arab Emirates,9,4,0,0
Victoria,28.8052674,-97.0035982,Australia,9,3,0,0
Illinois,40.6331249,-89.3985283,US,9,2,0,0
California,36.778261,-119.4179324,US,9,2,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,9,2,0,0
Ontario,51.253775,-85.323214,Canada,9,2,0,0
Queensland,-20.9175738,142.7027956,Australia,9,2,0,0
Rome,41.9027835,12.4963655,Italy,9,2,0,0
Manchester,53.4807593,-2.2426305,UK,9,2,0,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Washington,47.7510741,-120.7401385,US,9,1,0,0
Arizona,34.0489281,-111.0937311,US,9,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
British Columbia,53.7266683,-127.6476205,Canada,9,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,9,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Quezon City,14.6760413,121.0437003,Philippines,9,1,0,0
Mumbai,19.0759837,72.8776559,India,9,1,0,0
Stockholm,59.3293235,18.0685808,Sweden,9,1,0,0
Zhejiang,29.1416432,119.7889248,China,10,599,0,21
Guangdong,23.3790333,113.7632828,China,10,535,0,14
Henan,34.2904302,113.3823545,China,10,422,2,3
Hunan,27.6252995,111.8568586,China,10,389,0,8
Anhui,30.6006773,117.9249002,China,10,297,0,5
Jiangxi,27.0874564,114.9042208,China,10,286,0,9
Chongqing,29.4315861,106.912251,China,10,247,1,3
Sichuan,30.2638032,102.8054753,China,10,207,1,3
Shandong,35.8939566,117.9249002,China,10,206,0,3
Jiangsu,33.1401715,119.7889248,China,10,202,0,6
Shanghai,31.230416,121.473701,China,10,169,1,10
Beijing,39.9041999,116.4073963,China,10,168,1,9
Fujian,26.4836842,117.9249002,China,10,144,0,0
Shaanxi,35.3939908,109.1880047,China,10,101,0,0
Guangxi,23.7247599,108.8076195,China,10,100,0,2
Hebei,37.8956594,114.9042208,China,10,96,1,0
Yunnan,24.4752847,101.3431058,China,10,93,0,2
Heilongjiang,47.1216472,128.738231,China,10,80,2,2
Liaoning,41.9436543,122.5290376,China,10,64,0,1
Hainan,19.5663947,109.949686,China,10,62,1,1
Shanxi,37.2425649,111.8568586,China,10,47,0,1
Tianjin,39.3433574,117.3616476,China,10,41,0,0
Gansu,35.7518326,104.2861116,China,10,40,0,0
Guizhou,26.8429645,107.2902839,China,9,29,0,2
Ningxia,37.198731,106.1580937,China,10,26,0,0
Inner Mongolia,43.37822,115.0594815,China,10,23,0,1
Tokyo,35.6803997,139.7690174,Japan,10,20,0,1
Bangkok,13.7563309,100.5017651,Thailand,9,19,0,5
Xinjiang,42.5246357,87.5395855,China,10,18,0,0
Jilin,43.837883,126.549572,China,10,17,0,1
Singapore,1.352083,103.819836,Singapore,10,16,0,0
Hong Kong,22.3193039,114.1693611,Hong Kong,10,13,0,0
Seoul,37.566535,126.9779692,South Korea,10,12,0,0
Taiwan,23.69781,120.960515,Taiwan,9,10,0,0
Qinghai,35.744798,96.4077358,China,10,9,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,9,8,0,0
Berlin,52.5200066,13.404954,Germany,10,8,0,0
Macau,22.198745,113.543873,Macau,9,7,0,0
Paris,48.856614,2.3522219,France,10,6,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,10,6,0,1
New South Wales,-31.2532183,146.921099,Australia,10,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,9,4,0,0
Queensland,-20.9175738,142.7027956,Australia,10,3,0,0
Ontario,51.253775,-85.323214,Canada,10,3,0,0
Rome,41.9027835,12.4963655,Italy,9,2,0,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Manchester,53.4807593,-2.2426305,UK,10,2,0,0
Illinois,40.6331249,-89.3985283,US,10,2,0,0
South Australia,-30.0002315,136.2091547,Australia,10,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
British Columbia,53.7266683,-127.6476205,Canada,10,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Mumbai,19.0759837,72.8776559,India,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Quezon City,14.6760413,121.0437003,Philippines,10,1,0,0
Madrid,40.4167754,-3.7037902,Spain,10,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,9,1,0,0
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,10,1,0,0
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Zhejiang,29.1416432,119.7889248,China,11,661,0,32
Guangdong,23.3790333,113.7632828,China,11,632,0,15
Henan,34.2904302,113.3823545,China,11,493,2,10
Hunan,27.6252995,111.8568586,China,11,463,0,16
Anhui,30.6006773,117.9249002,China,11,340,0,7
Jiangxi,27.0874564,114.9042208,China,11,333,0,12
Chongqing,29.4315861,106.912251,China,11,300,2,7
Jiangsu,33.1401715,119.7889248,China,11,236,0,7
Sichuan,30.2638032,102.8054753,China,11,231,1,11
Shandong,35.8939566,117.9249002,China,11,230,0,6
Beijing,39.9041999,116.4073963,China,11,191,1,9
Shanghai,31.230416,121.473701,China,11,182,1,10
Fujian,26.4836842,117.9249002,China,11,159,0,0
Shaanxi,35.3939908,109.1880047,China,11,116,0,0
Guangxi,23.7247599,108.8076195,China,11,111,0,2
Yunnan,24.4752847,101.3431058,China,11,105,0,3
Hebei,37.8956594,114.9042208,China,11,104,1,3
Heilongjiang,47.1216472,128.738231,China,11,95,2,2
Liaoning,41.9436543,122.5290376,China,11,70,0,1
Shanxi,37.2425649,111.8568586,China,11,66,0,3
Hainan,19.5663947,109.949686,China,11,64,1,4
Gansu,35.7518326,104.2861116,China,11,51,0,3
Tianjin,39.3433574,117.3616476,China,11,48,0,1
Guizhou,26.8429645,107.2902839,China,11,38,0,2
Ningxia,37.198731,106.1580937,China,11,28,0,0
Inner Mongolia,43.37822,115.0594815,China,11,27,0,1
Jilin,43.837883,126.549572,China,11,23,0,1
Xinjiang,42.5246357,87.5395855,China,11,21,0,0
Tokyo,35.6803997,139.7690174,Japan,10,20,0,1
Bangkok,13.7563309,100.5017651,Thailand,9,19,0,5
Singapore,1.352083,103.819836,Singapore,11,18,0,0
Hong Kong,22.3193039,114.1693611,Hong Kong,11,15,0,0
Seoul,37.566535,126.9779692,South Korea,11,15,0,0
Qinghai,35.744798,96.4077358,China,11,11,0,0
Berlin,52.5200066,13.404954,Germany,11,10,0,0
Taiwan,23.69781,120.960515,Taiwan,9,10,0,0
Macau,22.198745,113.543873,Macau,11,8,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,9,8,0,0
Paris,48.856614,2.3522219,France,10,6,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,10,6,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,11,5,0,0
New South Wales,-31.2532183,146.921099,Australia,10,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
Ontario,51.253775,-85.323214,Canada,10,3,0,0
Queensland,-20.9175738,142.7027956,Australia,11,2,0,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Mumbai,19.0759837,72.8776559,India,11,2,0,0
Rome,41.9027835,12.4963655,Italy,9,2,0,0
Quezon City,14.6760413,121.0437003,Philippines,11,2,1,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Manchester,53.4807593,-2.2426305,UK,10,2,0,0
Illinois,40.6331249,-89.3985283,US,10,2,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
British Columbia,53.7266683,-127.6476205,Canada,10,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Madrid,40.4167754,-3.7037902,Spain,10,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,9,1,0,0
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,10,1,0,0
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,12,725,0,21
Zhejiang,29.1416432,119.7889248,China,12,724,0,43
Henan,34.2904302,113.3823545,China,12,566,2,16
Hunan,27.6252995,111.8568586,China,12,521,0,22
Anhui,30.6006773,117.9249002,China,12,408,0,14
Jiangxi,27.0874564,114.9042208,China,12,391,0,18
Chongqing,29.4315861,106.912251,China,12,337,2,9
Jiangsu,33.1401715,119.7889248,China,12,271,0,8
Shandong,35.8939566,117.9249002,China,12,259,0,7
Sichuan,30.2638032,102.8054753,China,12,254,1,14
Beijing,39.9041999,116.4073963,China,12,212,1,12
Shanghai,31.230416,121.473701,China,12,203,1,10
Fujian,26.4836842,117.9249002,China,12,179,0,1
Shaanxi,35.3939908,109.1880047,China,12,128,0,0
Guangxi,23.7247599,108.8076195,China,12,127,0,7
Heilongjiang,47.1216472,128.738231,China,12,121,2,2
Yunnan,24.4752847,101.3431058,China,12,117,0,5
Hebei,37.8956594,114.9042208,China,12,113,1,3
Liaoning,41.9436543,122.5290376,China,12,74,0,1
Shanxi,37.2425649,111.8568586,China,12,74,0,2
Hainan,19.5663947,109.949686,China,12,72,1,4
Tianjin,39.3433574,117.3616476,China,12,60,0,1
Gansu,35.7518326,104.2861116,China,12,55,0,3
Guizhou,26.8429645,107.2902839,China,12,46,0,2
Inner Mongolia,43.37822,115.0594815,China,12,34,0,1
Jilin,43.837883,126.549572,China,12,31,0,1
Ningxia,37.198731,106.1580937,China,12,31,0,1
Xinjiang,42.5246357,87.5395855,China,12,24,0,0
Tokyo,35.6803997,139.7690174,Japan,10,20,0,1
Bangkok,13.7563309,100.5017651,Thailand,9,19,0,5
Singapore,1.352083,103.819836,Singapore,11,18,0,0
Hong Kong,22.3193039,114.1693611,Hong Kong,11,15,0,0
Seoul,37.566535,126.9779692,South Korea,11,15,0,0
Qinghai,35.744798,96.4077358,China,12,13,0,0
Berlin,52.5200066,13.404954,Germany,12,12,0,0
Taiwan,23.69781,120.960515,Taiwan,9,10,0,0
Macau,22.198745,113.543873,Macau,11,8,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,9,8,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,12,8,0,1
Paris,48.856614,2.3522219,France,10,6,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,11,5,0,0
New South Wales,-31.2532183,146.921099,Australia,10,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
Ontario,51.253775,-85.323214,Canada,10,3,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
Queensland,-20.9175738,142.7027956,Australia,11,2,0,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Rome,41.9027835,12.4963655,Italy,9,2,0,0
Quezon City,14.6760413,121.0437003,Philippines,11,2,1,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Manchester,53.4807593,-2.2426305,UK,10,2,0,0
Illinois,40.6331249,-89.3985283,US,10,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
British Columbia,53.7266683,-127.6476205,Canada,10,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Madrid,40.4167754,-3.7037902,Spain,10,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,9,1,0,0
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,10,1,0,0
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Zhejiang,29.1416432,119.7889248,China,13,829,0,62
Guangdong,23.3790333,113.7632828,China,13,813,0,30
Henan,34.2904302,113.3823545,China,13,675,2,27
Hunan,27.6252995,111.8568586,China,13,593,0,31
Anhui,30.6006773,117.9249002,China,13,480,0,20
Jiangxi,27.0874564,114.9042208,China,13,476,0,20
Chongqing,29.4315861,106.912251,China,13,366,2,9
Jiangsu,33.1401715,119.7889248,China,13,308,0,12
Sichuan,30.2638032,102.8054753,China,13,282,1,14
Shandong,35.8939566,117.9249002,China,13,275,0,11
Beijing,39.9041999,116.4073963,China,13,228,1,23
Shanghai,31.230416,121.473701,China,13,219,1,12
Fujian,26.4836842,117.9249002,China,13,194,0,3
Heilongjiang,47.1216472,128.738231,China,13,155,2,4
Shaanxi,35.3939908,109.1880047,China,13,142,0,2
Guangxi,23.7247599,108.8076195,China,13,139,0,10
Hebei,37.8956594,114.9042208,China,13,126,1,4
Yunnan,24.4752847,101.3431058,China,13,122,0,5
Liaoning,41.9436543,122.5290376,China,13,81,0,2
Shanxi,37.2425649,111.8568586,China,13,81,0,4
Hainan,19.5663947,109.949686,China,13,80,1,5
Tianjin,39.3433574,117.3616476,China,13,67,0,2
Guizhou,26.8429645,107.2902839,China,13,58,0,2
Gansu,35.7518326,104.2861116,China,13,57,0,4
Jilin,43.837883,126.549572,China,13,42,0,1
Inner Mongolia,43.37822,115.0594815,China,13,35,0,1
Ningxia,37.198731,106.1580937,China,13,34,0,1
Xinjiang,42.5246357,87.5395855,China,13,29,0,0
Bangkok,13.7563309,100.5017651,Thailand,13,25,0,5
Singapore,1.352083,103.819836,Singapore,13,24,0,0
Tokyo,35.6803997,139.7690174,Japan,13,22,0,1
Hong Kong,22.3193039,114.1693611,Hong Kong,13,17,1,0
Seoul,37.566535,126.9779692,South Korea,13,16,0,0
Qinghai,35.744798,96.4077358,China,13,15,0,0
Berlin,52.5200066,13.404954,Germany,12,12,0,0
Taiwan,23.69781,120.960515,Taiwan,13,11,0,0
Macau,22.198745,113.543873,Macau,13,10,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,13,10,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,12,8,0,1
Paris,48.856614,2.3522219,France,10,6,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,11,5,0,0
New South Wales,-31.2532183,146.921099,Australia,10,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
Queensland,-20.9175738,142.7027956,Australia,13,3,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Rome,41.9027835,12.4963655,Italy,9,2,0,0
Quezon City,14.6760413,121.0437003,Philippines,11,2,1,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Manchester,53.4807593,-2.2426305,UK,10,2,0,0
Illinois,40.6331249,-89.3985283,US,10,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
British Columbia,53.7266683,-127.6476205,Canada,10,1,0,0
Ontario,51.253775,-85.323214,Canada,13,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Madrid,40.4167754,-3.7037902,Spain,10,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,9,1,0,0
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,10,1,0,0
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,14,895,0,49
Zhejiang,29.1416432,119.7889248,China,14,895,0,78
Henan,34.2904302,113.3823545,China,14,764,2,47
Hunan,27.6252995,111.8568586,China,14,661,0,54
Jiangxi,27.0874564,114.9042208,China,14,548,0,27
Anhui,30.6006773,117.9249002,China,14,530,0,23
Chongqing,29.4315861,106.912251,China,14,389,2,15
Jiangsu,33.1401715,119.7889248,China,14,341,0,23
Shandong,35.8939566,117.9249002,China,14,307,0,15
Sichuan,30.2638032,102.8054753,China,14,301,1,24
Beijing,39.9041999,116.4073963,China,14,253,1,24
Shanghai,31.230416,121.473701,China,14,243,1,15
Fujian,26.4836842,117.9249002,China,14,205,0,11
Heilongjiang,47.1216472,128.738231,China,14,190,2,7
Shaanxi,35.3939908,109.1880047,China,14,165,0,6
Guangxi,23.7247599,108.8076195,China,14,150,0,13
Hebei,37.8956594,114.9042208,China,14,135,1,6
Yunnan,24.4752847,101.3431058,China,14,128,0,5
Hainan,19.5663947,109.949686,China,14,99,1,5
Liaoning,41.9436543,122.5290376,China,14,89,0,4
Shanxi,37.2425649,111.8568586,China,14,81,0,5
Tianjin,39.3433574,117.3616476,China,14,69,1,2
Guizhou,26.8429645,107.2902839,China,14,64,1,9
Gansu,35.7518326,104.2861116,China,14,62,0,6
Jilin,43.837883,126.549572,China,14,54,0,2
Inner Mongolia,43.37822,115.0594815,China,14,42,0,3
Ningxia,37.198731,106.1580937,China,13,34,0,1
Xinjiang,42.5246357,87.5395855,China,14,32,0,0
Singapore,1.352083,103.819836,Singapore,14,28,0,0
Bangkok,13.7563309,100.5017651,Thailand,13,25,0,5
Tokyo,35.6803997,139.7690174,Japan,13,22,0,1
Hong Kong,22.3193039,114.1693611,Hong Kong,14,21,1,0
Seoul,37.566535,126.9779692,South Korea,14,19,0,0
Qinghai,35.744798,96.4077358,China,14,17,0,3
Berlin,52.5200066,13.404954,Germany,12,12,0,0
Kuala Lumpur,3.139003,101.686855,Malaysia,14,12,0,0
Taiwan,23.69781,120.960515,Taiwan,13,11,0,0
Macau,22.198745,113.543873,Macau,13,10,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,12,8,0,1
Paris,48.856614,2.3522219,France,10,6,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,11,5,0,0
New South Wales,-31.2532183,146.921099,Australia,10,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
Queensland,-20.9175738,142.7027956,Australia,13,3,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
British Columbia,53.7266683,-127.6476205,Canada,14,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Rome,41.9027835,12.4963655,Italy,9,2,0,0
Quezon City,14.6760413,121.0437003,Philippines,11,2,1,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Manchester,53.4807593,-2.2426305,UK,10,2,0,0
